,Delta t (mcs),Delta r (mm)
188,132.27999877929688,243.99105238427532
189,304.8399963378906,1058.770307442976
190,372.7799987792969,438.0545550452334
191,226.33999633789062,455.72072935834996
192,25.70001220703125,99.3949774406974
193,44.79998779296875,345.9764534249015
194,81.6199951171875,653.475211121816
195,243.41998291015625,797.6211825591795
196,83.01998901367188,734.3569905074787
197,346.8999938964844,378.08732464081953
198,6.540008544921875,260.42260333763613
199,158.1199951171875,581.1368692577539
200,122.27999877929688,447.4878487114414
201,5.52001953125,665.1907604615087
202,589.9600219726562,420.51060923757683
203,550.5,535.5112712754703
204,547.0,472.0796293298969
205,302.02001953125,386.00301403406877
206,116.41998291015625,202.3576282233434
207,192.739990234375,589.4876661613182
208,56.82000732421875,358.20737395423856
209,145.55999755859375,489.6226053084706
210,86.5,507.30802051354055
211,14.55999755859375,819.4655263619454
212,225.22000122070312,270.9042179586933
213,85.86001586914062,300.0163887704253
214,73.94000244140625,678.9207828408394
215,361.5,527.1877714332782
216,428.8999938964844,365.0960052523837
217,106.52001953125,479.9612508424991
218,188.45999145507812,574.5441646492288
219,301.1999816894531,420.79590307576177
220,48.79998779296875,737.6788770638148
221,312.6199951171875,146.7637820337783
222,575.7200012207031,535.7491722053885
223,73.67999267578125,654.7543814930689
224,382.0199890136719,222.65828600424425
225,402.5400085449219,589.4615845147022
226,406.2799987792969,335.9390211059376
227,49.740020751953125,871.405766231272
228,24.040008544921875,579.0183837036768
229,6.579986572265625,1007.6245707415644
230,201.45999145507812,305.1809508442025
231,362.239990234375,176.1915009415514
232,296.1600036621094,159.65162444988374
233,568.0599975585938,965.6416708255689
234,53.239990234375,210.92352958690498
235,125.48001098632812,865.3826900518992
236,619.3599853515625,733.4205829035386
237,62.82000732421875,726.7043535380558
238,116.63998413085938,462.5423612977929
239,33.699981689453125,318.9370330719445
240,98.70001220703125,562.5532561228331
241,1073.9599914550781,799.9067795603708
242,490.94000244140625,459.08839973328355
243,31.17999267578125,139.19252768736473
244,48.060028076171875,338.29054479182184
245,138.13998413085938,328.05776119482533
246,2.259979248046875,360.42362388074264
247,350.55999755859375,1082.394404942273
248,131.32000732421875,132.61652936990174
249,503.3999938964844,185.30858998983254
250,158.739990234375,217.2929642965589
251,402.6600036621094,965.0211029005367
252,223.39999389648438,273.1028116932968
253,87.6400146484375,658.1367116030972
254,59.879974365234375,222.72002227244553
255,10.259979248046875,786.0381066453377
256,21.260009765625,606.873227806576
257,34.02001953125,371.97481836429705
258,321.7200012207031,358.90484989305946
259,97.1199951171875,176.61547680685692
260,333.32000732421875,514.9727751898037
261,61.1199951171875,820.0239838376158
262,913.0800170898438,1227.0675215858041
263,126.51998901367188,198.99851806899377
264,303.7799987792969,200.31202095422273
265,121.27999877929688,1036.8578404199561
266,171.22000122070312,324.50524648434714
267,112.760009765625,540.3158011757571
268,303.1199951171875,668.1983229298792
269,245.66000366210938,205.4398020643214
270,99.41998291015625,594.2808495533166
271,186.1199951171875,268.40882406314546
272,120.13998413085938,206.57479517283372
273,331.3199768066406,147.0254157940843
274,362.7200012207031,289.05788509525667
275,72.20001220703125,362.7145776386956
276,75.48001098632812,643.9918065515411
277,65.239990234375,693.1963332358836
278,173.94000244140625,327.1944519369224
279,21.480010986328125,173.81116562129773
280,368.3800048828125,180.69122915702323
281,141.39999389648438,1189.3919412619402
282,301.5400085449219,246.35812366270534
283,188.81997680664062,475.8069244922483
284,16.05999755859375,165.37815413437028
285,633.8600158691406,1083.66698170155
286,349.6399841308594,632.1948321907744
287,36.05999755859375,271.10724957997024
288,249.3599853515625,164.79003161617098
289,110.67999267578125,1378.9959780426816
290,323.0600280761719,731.498212021399
291,496.97998046875,248.18692406037806
292,101.57998657226562,382.024199472615
293,3.199981689453125,1212.242853950123
294,694.5799865722656,276.848176010917
295,35.44000244140625,638.15912423306
296,68.239990234375,214.5895007121628
297,70.0,199.9998299469821
298,350.4200134277344,866.9586723239472
299,1115.6800231933594,494.5433073031742
300,824.9800109863281,377.40671433102153
301,45.53997802734375,461.9969693469063
302,153.98001098632812,651.0617959956306
303,412.8800048828125,265.64320521105395
304,84.39999389648438,316.7702716516595
305,76.89999389648438,181.44287249728183
306,8.899993896484375,414.54212369919185
307,123.03997802734375,1098.109115657854
308,1309.8600158691406,956.9275759711908
309,281.1600036621094,733.459364860567
310,46.760009765625,444.7661881462548
311,190.739990234375,389.88599014660474
312,24.94000244140625,588.5439073464725
313,26.32000732421875,310.0225713096066
314,304.2400207519531,723.9995313125962
315,37.3800048828125,833.7176324435619
316,58.920013427734375,393.0464661715977
317,488.91998291015625,479.14713520969883
318,104.94000244140625,312.1695318575229
319,159.8800048828125,158.77826894123498
320,123.03997802734375,715.0138389606525
321,82.8599853515625,204.05509400912362
322,51.29998779296875,405.5607582255825
323,335.20001220703125,93.43430598335303
324,337.8000183105469,354.4768475098257
325,125.3800048828125,324.30614571091195
326,94.6199951171875,1170.6362168189207
327,68.87997436523438,1097.708805203258
328,115.13998413085938,733.7213533047975
329,29.980010986328125,273.35495030040425
330,182.739990234375,372.6192454002813
331,278.3999938964844,861.5744556801326
332,612.4400024414062,162.8392915245623
333,359.260009765625,480.7489941520163
334,55.1199951171875,1082.1518019650603
335,229.92001342773438,302.4351625200669
336,550.739990234375,460.6177629315491
337,99.260009765625,909.859416690164
338,81.77999877929688,306.0714050545891
339,46.920013427734375,604.2201720215111
340,63.260009765625,446.54507727209227
341,388.3800048828125,1237.9203794606
342,54.8800048828125,443.8672941300246
343,530.9599914550781,388.2950999080498
344,270.3399963378906,426.34524721580567
345,763.52001953125,522.1635266478419
346,400.8800048828125,532.1502604170945
347,254.5,298.1004970311217
348,20.459991455078125,373.0921584951621
349,388.7799987792969,265.80755395794006
350,541.3999938964844,272.3010814403352
351,314.2200012207031,515.8067166263379
352,145.6199951171875,195.48216364847818
353,17.480010986328125,503.62644985378
354,17.660003662109375,302.8625998305655
355,112.10000610351562,687.0082314899951
356,84.54000854492188,164.82639407012863
357,83.67999267578125,837.2200475725565
358,32.219970703125,318.6532699036532
359,153.6199951171875,542.3984466861851
360,3.720001220703125,920.5450504145058
361,56.3800048828125,207.5322405951314
362,145.72000122070312,398.07517883487355
363,4.17999267578125,576.2451480921487
364,51.3800048828125,359.9259483952518
365,506.3599853515625,770.239803752404
366,26.02001953125,1031.8834895652076
367,16.699981689453125,392.47241746487646
368,166.25997924804688,470.6616755834649
369,32.8599853515625,897.389735678914
370,254.0,651.9664452889481
371,220.72000122070312,801.1254422557702
372,227.29998779296875,1102.7279450963144
373,279.8399963378906,660.2055075882212
374,133.31997680664062,1010.3992650312296
375,110.20001220703125,746.7152703683774
376,527.9200134277344,140.1047392497342
377,14.5,1294.473271338952
378,702.3800048828125,633.3474276362941
379,153.82000732421875,435.8638606014043
380,127.52001953125,300.661541613428
381,127.82000732421875,370.33279779883657
382,386.79998779296875,276.01007677772094
383,160.91998291015625,286.43070005129636
384,280.82000732421875,188.48175550566825
385,137.52001953125,489.75243389572563
386,174.6199951171875,210.91233104085433
387,537.5599975585938,719.2202916212299
388,48.1400146484375,620.3669721641644
389,277.97998046875,251.36198194082877
390,14.82000732421875,233.72061217134384
391,405.3800048828125,677.5045185922515
392,351.3599853515625,567.9385954219997
393,146.8599853515625,356.6316169411618
394,163.8599853515625,241.54069226953408
395,570.9599914550781,250.90392922591906
396,166.94000244140625,244.2218147004177
397,297.2799987792969,634.6248264810876
398,244.27999877929688,920.3270278006758
399,139.260009765625,92.53584401476496
400,343.1400146484375,312.24785586221583
401,481.46002197265625,958.869134947621
402,305.9599914550781,573.0123449991945
403,117.67999267578125,289.57528721787946
404,328.97998046875,363.56069197868317
405,682.2000122070312,340.97048657893
406,10.8599853515625,129.99561147132675
407,18.720001220703125,583.7322812148412
408,106.3800048828125,971.8534840824803
409,22.3800048828125,616.300285760653
410,13.480010986328125,368.78417469628573
411,99.18002319335938,138.14578582483412
412,116.67999267578125,1058.2169158306078
413,82.83999633789062,407.36582519985006
414,248.1400146484375,115.8979910335045
415,91.94000244140625,488.9915100398823
416,504.5400085449219,679.0700059012579
417,137.5,612.2866811335897
418,596.8800048828125,96.7104239046288
419,776.5199890136719,475.2023243682074
420,29.399993896484375,1590.1817436929164
421,208.66000366210938,663.0355783238001
422,142.95999145507812,381.2309600443048
423,133.04000854492188,676.7289656371182
424,299.94000244140625,534.8548798090395
425,116.1199951171875,218.45574612727626
426,138.41998291015625,451.78485953935484
427,89.260009765625,555.6225058355535
428,181.55999755859375,221.79650765039565
429,158.04000854492188,351.4219467603715
430,505.1600036621094,590.4425000339618
431,41.3800048828125,571.89484323591
432,548.6199951171875,728.0786170113466
433,479.0600280761719,962.7369703621519
434,61.20001220703125,239.89848806889597
435,21.459991455078125,252.59634808760774
436,417.05999755859375,741.1507050747387
437,236.0,218.05982136673381
438,243.17999267578125,237.16539394894477
439,15.600006103515625,370.9610862959193
440,233.3800048828125,859.0544922552785
441,470.4200134277344,894.2182549538826
442,289.15997314453125,146.59457342196714
443,839.3800048828125,421.81748118784446
444,22.899993896484375,928.8318222025657
445,112.72000122070312,245.9345552020957
446,544.0400085449219,1467.92082076808
447,769.9800109863281,643.5439836372921
448,683.8800048828125,324.8656109857767
449,106.39999389648438,227.5112609587521
450,126.739990234375,453.08644293944286
451,6.41998291015625,576.4092806962128
452,275.08001708984375,1064.2458418248102
453,43.540008544921875,578.6144704324252
454,234.27999877929688,1168.325157635346
455,335.3600158691406,206.0481418867722
456,38.420013427734375,661.5519150375451
457,17.600006103515625,600.3908876540355
458,427.94000244140625,1032.974846196856
459,35.279998779296875,1407.6382147912352
460,69.39999389648438,222.25165501066564
461,299.91998291015625,39.975551196575154
462,162.81997680664062,561.0959015086428
463,210.739990234375,274.353177418951
464,75.46002197265625,389.57933639301996
465,180.10000610351562,214.23495137926093
466,34.760009765625,182.9584051432831
467,660.9599914550781,536.60294017439
468,38.8599853515625,806.969640161306
469,807.1999816894531,1021.7797104042779
470,14.44000244140625,189.4646120551349
471,197.03997802734375,936.3419519780028
472,1220.8200073242188,939.8993092413864
473,435.3399963378906,569.4052929722988
474,121.3599853515625,563.6708144070561
475,52.160003662109375,581.846632164713
476,24.160003662109375,740.0938634527578
477,403.9399719238281,305.4378253648131
478,63.100006103515625,638.0706112686729
479,141.68002319335938,430.6706777132946
480,272.9800109863281,482.0897031346601
481,40.6400146484375,116.8039443576453
482,121.47998046875,829.1158088194776
483,80.77999877929688,329.110692448322
484,302.719970703125,296.9799226982412
485,18.3800048828125,554.0130080734444
486,366.239990234375,299.16785705414196
487,719.2799987792969,968.9211435172838
488,2.279998779296875,765.1910002225629
489,52.660003662109375,446.29038010123514
490,150.8800048828125,308.07508240753606
491,14.08001708984375,221.86095248320487
492,215.04000854492188,1051.9093504237148
493,263.6199951171875,564.1129466358084
494,78.22000122070312,263.3002362628144
495,74.01998901367188,332.44060812688434
496,147.0,601.3751317650319
497,108.1199951171875,414.44548190151573
498,16.719970703125,878.5006754670195
499,186.19998168945312,244.13716148489277
500,16.740020751953125,345.8223082857432
501,137.6400146484375,343.12505075511143
502,179.34002685546875,332.9205422319698
503,70.95999145507812,382.8470431813726
504,161.62002563476562,787.2669885366058
505,467.9200134277344,443.86713184328477
506,397.20001220703125,920.607841978812
507,7.100006103515625,619.869831277218
508,469.47998046875,478.9760657961867
509,92.47998046875,489.31241380213277
510,8.97998046875,341.13027498337294
511,22.980010986328125,589.4748483982703
512,997.6999816894531,218.01689266428193
513,110.18002319335938,162.51520898450906
514,348.4599914550781,576.1237773623511
515,411.6199951171875,134.58194508686972
516,3.03997802734375,240.2224713871403
517,101.82000732421875,423.36982013377815
518,154.1199951171875,364.83099146033885
519,228.72000122070312,359.87038037338937
520,1032.3599853515625,541.3959369157714
521,482.5,778.5839197163308
522,395.5799865722656,952.6851224732765
523,55.420013427734375,497.03337053053855
524,197.04000854492188,1242.8222415897003
525,294.67999267578125,756.1853862602536
526,101.57998657226562,414.8867431598811
527,371.1399841308594,560.2189796308792
528,570.219970703125,395.4217356281065
529,1139.4800109863281,660.409164204712
530,71.79998779296875,822.2750333722562
531,175.74002075195312,190.82257452914124
532,619.5599975585938,751.8702428440356
533,805.4599914550781,938.2372593495347
534,237.08001708984375,349.3606825339851
535,202.4000244140625,1178.7030722625689
536,296.05999755859375,712.4762426351657
537,111.68002319335938,471.84550211863643
538,182.01998901367188,961.2588563541196
539,30.67999267578125,390.3328808693734
540,133.16000366210938,438.8947840413629
541,68.45999145507812,326.40994309547483
542,13.739990234375,376.5448396683253
543,210.81997680664062,338.1737981498891
544,40.259979248046875,122.23741080351763
545,111.51998901367188,1101.0672506050178
546,171.5,302.2765355157101
547,13.600006103515625,702.0915901722038
548,209.58001708984375,480.047733362193
549,262.8800048828125,869.6470837642728
550,401.3800048828125,946.6470012618842
551,24.100006103515625,479.94020684347396
552,132.06002807617188,539.2892588284889
553,19.480010986328125,264.677058717345
554,348.1399841308594,313.2419870701567
555,102.18002319335938,591.4760970894147
556,397.44000244140625,372.0855585219756
557,210.51998901367188,463.65766873973075
558,292.1600036621094,203.55502551554753
559,2.579986572265625,388.7059065253948
560,170.16000366210938,275.7273314986834
561,113.17999267578125,509.79824512198604
562,152.05999755859375,409.2123219759086
563,360.3800048828125,528.3882902459139
564,525.1999816894531,317.8188064599237
565,168.30001831054688,311.3981198586513
566,52.55999755859375,619.4185553809943
567,996.8000183105469,226.70681725562457
568,176.72000122070312,752.0416884058412
569,71.42001342773438,812.1012741644106
570,383.4599914550781,277.17028999612626
571,20.279998779296875,224.8105425727235
572,427.9200134277344,154.6313674121685
573,178.6400146484375,644.7813697764079
574,176.29998779296875,484.6476273717541
575,60.1199951171875,514.3159798397817
576,110.0,1108.8373665396732
577,301.05999755859375,465.306409133524
578,510.55999755859375,437.2318344979788
579,56.300018310546875,131.72639697085813
580,497.6399841308594,318.7364238952465
581,0.920013427734375,1001.5938900534624
582,46.660003662109375,183.14313412263903
583,15.3599853515625,199.63365506461005
584,147.42001342773438,325.7775587814406
585,3.6199951171875,511.76381850613126
586,484.0400085449219,542.4987202388671
587,89.1400146484375,347.5999288954272
588,5.17999267578125,783.7958089687003
589,424.5400085449219,546.1345758125746
590,542.3599853515625,418.99205098145757
591,430.4000244140625,725.5473680054107
592,72.96002197265625,247.45175311564034
593,40.519989013671875,496.2233437921067
594,30.459991455078125,468.17631450222143
595,835.8999938964844,234.42694193886544
596,83.18002319335938,763.8851850054509
597,109.72000122070312,519.3817418291394
598,55.839996337890625,154.27546843482705
599,140.86001586914062,945.5229957899855
600,151.1199951171875,1053.7591184981165
601,160.83999633789062,516.397776437695
602,133.98001098632812,798.8426387232628
603,203.05999755859375,324.3839334982258
604,80.54000854492188,515.3658108674749
605,171.57998657226562,552.8644733440765
606,236.58001708984375,258.2060509201473
607,8.220001220703125,619.0747192336255
608,275.20001220703125,462.13906789195244
609,13.720001220703125,227.23700002864157
610,448.44000244140625,524.9667358872324
611,80.32000732421875,478.20754560489553
612,416.6600036621094,427.56240368489614
613,52.67999267578125,163.08451674544912
614,151.07998657226562,320.4665893187051
615,229.54000854492188,343.0355890206963
616,7.67999267578125,1520.2709931229097
617,331.29998779296875,1485.7648534877846
618,511.2799987792969,699.8005653374655
619,198.45999145507812,569.3157986932413
620,619.9199829101562,374.21125974685003
621,282.3199768066406,329.13129136880417
622,92.70001220703125,158.24258806834575
623,509.0799865722656,406.33695124122096
624,51.639984130859375,704.7577035542494
625,531.8199768066406,285.19556897459086
626,250.95999145507812,817.3205210068717
627,45.03997802734375,986.8421544371672
628,243.47998046875,443.6317089479599
629,61.15997314453125,581.7271778627372
630,159.94000244140625,327.6461012551767
631,114.95999145507812,516.5211751342931
632,142.33999633789062,568.1484451051208
633,61.899993896484375,339.4172012575254
634,94.72000122070312,239.5854672146735
635,69.58001708984375,1075.4734910991926
636,55.980010986328125,1136.092004437052
637,550.1399841308594,356.905294672572
638,192.54000854492188,615.1968340814875
639,585.7999877929688,439.12105566285567
640,144.5,1100.085375879859
