,Dt (mcs),Dr (mm)
0,263.04000091552734,428.44725881407027
1,172.54000091552734,387.0719048532659
2,2.0,396.078720596161
3,314.21999740600586,150.09388739224218
4,362.939998626709,557.7975145270876
5,140.82000350952148,173.34068057814338
6,217.95999908447266,366.4998581607794
7,50.07999801635742,207.7764211289561
8,88.65999984741211,574.8553702719134
9,125.89999771118164,764.3134068521537
10,15.300003051757812,407.1507921789434
11,43.23999786376953,485.33257828876293
12,195.3400001525879,160.24630532230867
13,612.2400016784668,276.3625762354174
14,172.46000289916992,191.71316854464615
15,160.2400016784668,340.615398373804
16,48.29999923706055,311.61595733046005
17,236.55999755859375,510.8732638697669
18,45.380001068115234,145.64243302513708
19,16.81999969482422,365.1632075809728
20,179.4000015258789,201.05935345281424
21,156.61999893188477,217.7655214661386
22,58.52000045776367,245.5647495372694
23,37.97999954223633,203.41051375318293
24,297.4799995422363,223.35456566006218
25,42.08000183105469,327.91869346395447
26,615.7599983215332,221.09984457701145
27,402.060001373291,180.11829615805843
28,177.21999740600586,253.60511634104373
29,13.360000610351562,311.84111261540306
30,458.9600028991699,419.4416595162724
31,362.86000061035156,205.4381274688062
32,9.200000762939453,542.9580504755581
33,62.5,167.6084456802089
34,518.2399978637695,493.27833549627087
35,16.81999969482422,325.5381527886763
36,381.1599998474121,315.7551338500915
37,649.1199989318848,448.81393450207486
38,234.21999740600586,145.5419559431746
39,5.880001068115234,301.3586822144221
40,141.95999908447266,285.0532433776466
41,141.5,178.5807332896363
42,167.53999710083008,364.2511793903491
43,243.38000106811523,168.68010462669918
44,723.4400024414062,219.1734247108661
45,19.119998931884766,203.51370171646744
46,29.979999542236328,199.81539391575632
47,1228.8599967956543,209.83934965317647
48,144.54000091552734,283.0945269667256
49,55.89999771118164,261.865767063856
50,163.36000061035156,271.6213704752317
51,28.959999084472656,386.1676913002953
52,1180.0,315.59441483882097
53,21.68000030517578,372.97872721835574
54,314.9199981689453,148.17461787747288
55,370.4799995422363,167.06187398629461
56,56.279998779296875,289.44683205314783
57,178.38000106811523,189.20564306211494
58,101.22000122070312,245.54555247142233
59,414.04000091552734,252.318524015068
60,128.26000213623047,444.20236143790066
61,91.20000076293945,323.71019585854003
62,436.36000061035156,59.83028552920658
63,929.2000007629395,239.71077925338648
64,108.22000122070312,102.75333592238995
65,588.6800003051758,533.457490095844
66,924.6199989318848,70.39024061474863
67,59.84000015258789,358.4401962290489
68,76.7599983215332,221.05042566942117
69,305.4799995422363,261.7162641392476
70,40.439998626708984,230.6589852429254
71,349.1599998474121,426.9665398057683
72,125.87999725341797,510.95608163054715
73,196.88000106811523,196.09732050118558
74,193.2400016784668,303.74018207519305
75,165.62000274658203,103.7335316681486
76,537.8400001525879,102.71080565797743
77,91.81999969482422,207.0672428354866
78,6.040000915527344,229.10043584061614
79,380.7599983215332,336.55847786861636
80,230.72000122070312,293.56208182853624
81,421.7799987792969,108.46448448356027
82,193.6999969482422,346.7163727464841
83,144.44000244140625,523.2865546443861
84,546.8800010681152,186.304371416103
85,22.15999984741211,201.85831994647793
86,440.8199996948242,411.7748942053095
87,455.0,586.6921621413147
88,336.04000091552734,94.14960961248893
89,140.68000030517578,462.2522104917771
90,114.5999984741211,380.6028549393716
91,414.939998626709,500.62694720273237
92,49.119998931884766,296.2166070833218
93,14.799999237060547,148.65855722188596
