,Prompt Energy (MeV),Delayed Energy (MeV)
0,2.494696815936019,0.8856072932547812
1,2.9140689694544033,0.8286577070029295
2,2.799744470233792,0.8676364157321024
3,2.5813430531390296,0.7910017887644234
4,2.5424275073603724,0.8976140484446313
5,2.6513528078529083,0.8786269306508376
6,1.9017521769788452,0.877877917987469
7,2.2650094712097175,0.7763613311186492
8,0.6329462154618272,0.9399631677707342
9,2.7440901641388753,0.8677355836259499
10,1.7150077165290125,0.7083787479099491
11,2.7228274940562613,0.8371667264446913
12,1.8453698724763816,0.8595106035603816
13,1.96281242690397,0.8198251412194256
14,1.7683606694559595,0.9025638048651573
15,2.4277517691237045,0.8364623499617314
16,2.8358830518124347,0.82860563246268
17,1.4153774326553563,0.7690260345153617
18,2.3985828319478664,0.8918644969365721
19,1.956383465536441,0.972333929560504
20,2.550924505353047,0.8357682473532158
21,1.2912519872501302,0.8010141408243086
22,2.3900068198623208,0.7607815029741052
23,2.0319669918866845,0.8655982107440181
24,2.021532923663943,0.8200819860387938
25,2.800972995379323,0.9488830181285395
26,2.2045373893590647,0.9106976747451505
27,1.5637001801868495,0.7768661951090667
28,0.6035448998631255,0.8551479510507224
29,2.2792877749362157,0.9216730044655321
30,2.205446426496338,0.9458888882187734
31,1.694896252477494,0.9185681997037708
32,1.3658101762153954,0.9558306111889303
33,1.9222986500576436,0.863338413182513
34,1.9705243067603184,0.8615669786441392
35,2.4143308850277645,0.8267147418403666
36,0.7765744932306586,0.8346614634317812
37,2.577403085265224,0.8592390539845556
38,2.8573693608526956,0.8141634283236543
39,2.0497637680350183,0.8504991048196031
40,2.258900640639789,0.7292580997500103
41,2.0483782301342384,0.888112654909825
42,2.5169107285827197,0.964002902255769
43,2.1928286507552306,0.8641272303386422
44,1.508327992089494,0.8132336228384878
45,1.1297874707926947,0.9390693751062665
46,2.5143475007062017,0.8199740390649521
47,2.521844295594146,0.7804859124204441
48,1.3569396210003455,0.9115779109855453
49,2.0332625237586224,0.9438758030734884
50,2.9592781036110622,0.8338736152226391
51,2.4911815502502965,0.8291626757845549
52,2.1848611808047647,0.942667352209393
53,2.0695425485527523,0.9252308550814332
54,2.5119784316962335,0.8854970565724061
55,2.0298504479589505,0.9134739705052038
56,2.0765785524896065,0.9591224460665684
57,2.8045431475215477,0.9177848480523056
58,2.5206983420653275,0.8722999195952876
59,1.829679931651484,0.727991908845933
60,1.1196863089984959,0.870424508194396
61,1.5877483006450974,0.9446378800087821
62,2.2922614697288175,0.911079593020395
63,2.2273699098575883,0.8528560769097406
64,2.1767963709216605,0.8781929060663307
65,2.5242871326721112,0.8671963184489393
66,2.0397358713019322,0.8280943960724308
67,2.635200098085308,0.7748127334650312
68,1.715783871442019,0.9259756459297431
69,1.6610640658404685,0.8349068852826041
70,2.720790782445944,0.7820150218945203
71,1.4941721861153607,0.8074164104914139
72,1.883694871623613,0.832933377369462
73,1.9897379998072369,0.8445209085864849
74,2.6995827605568112,0.8138646756469092
75,2.7030155023243343,0.8250683460581367
76,1.9284891856077344,0.7439004510568047
77,2.8232411783470517,0.8354113027910128
78,1.0323031072824436,0.8852535338648326
79,1.681121772451635,0.7950554892660262
80,2.400362703404533,0.8875734848058804
81,1.333003475775559,0.8477698758717649
