,Dt (mcs),Dr (mm)
397,86.66000366210938,481.9908963023132
398,718.1999816894531,364.2074428493559
399,89.54000854492188,154.56618668905003
400,102.03997802734375,461.600615359867
401,191.239990234375,267.65045918042546
402,117.760009765625,576.4512594930816
403,170.63998413085938,242.0815425428019
404,41.6199951171875,516.5964561944999
405,132.8800048828125,212.93810825583628
406,2.1400146484375,367.4066124102782
407,356.1999816894531,402.33333133922844
408,217.45999145507812,600.1290667852304
409,163.22000122070312,577.280623037396
410,77.739990234375,669.0379408462022
411,96.0,406.11821522760715
412,343.9800109863281,347.84505570331294
413,919.6199951171875,805.5226494861863
414,24.019989013671875,293.7051642081021
415,136.3800048828125,519.3177915128182
416,238.96002197265625,439.98467354131196
417,245.8800048828125,344.5687263405989
418,29.180023193359375,477.5697667561636
419,871.239990234375,373.79384375819694
420,75.41998291015625,362.48973888829136
421,129.6400146484375,929.3402974440093
422,195.05999755859375,467.6957241025793
423,63.05999755859375,1027.652813756867
424,46.540008544921875,366.53131386227034
425,161.13998413085938,273.0973801577224
426,43.899993896484375,367.16668450956615
427,63.279998779296875,288.1375943482918
428,4.779998779296875,781.1901324855597
429,573.760009765625,226.48735198153847
430,54.339996337890625,301.59691185271987
431,52.160003662109375,302.0802876738336
432,103.6400146484375,255.37498917827764
433,22.519989013671875,298.5889003060285
434,97.27999877929688,184.8142832876481
435,171.32000732421875,1830.2342464221126
436,97.0,535.9054751581124
437,160.51998901367188,501.23068961672794
438,196.89999389648438,421.9400180832239
439,156.41998291015625,964.2753299972615
440,164.75997924804688,675.3741306455331
441,16.579986572265625,150.93776182993426
442,59.339996337890625,323.7704658829635
443,62.260009765625,301.515162009972
444,271.2799987792969,202.3625319883734
445,80.57998657226562,175.41437413328927
446,54.17999267578125,381.3772072801353
447,102.8599853515625,302.31669926344216
448,11.91998291015625,534.1083806527868
449,1219.2200012207031,563.6158979863549
450,68.70001220703125,322.19549052748135
451,318.0199890136719,291.51939628393575
452,14.399993896484375,250.86539359014265
453,78.8800048828125,557.7711200040023
454,477.7799987792969,829.7314053083575
455,309.5199890136719,131.91002137667712
456,258.1200256347656,443.7227165269788
457,427.70001220703125,535.4522657085994
458,554.2799987792969,1214.0378382187862
459,119.44000244140625,566.300226847989
460,1075.6400146484375,847.9223024940767
461,263.7799987792969,683.9651960688193
462,22.660003662109375,303.7318353825196
463,147.94000244140625,557.1993254885216
464,387.79998779296875,257.69170762059355
465,214.48001098632812,807.8191029950742
466,206.8599853515625,587.1550042836622
467,28.899993896484375,584.574933470711
468,521.0800170898438,274.9123432821742
469,653.8399963378906,265.17243515491805
470,27.6199951171875,194.70760995623607
471,114.1199951171875,196.95953254702485
472,84.4000244140625,302.4339718563735
473,26.94000244140625,174.8864334936398
474,105.4000244140625,1191.4916129078686
475,115.24002075195312,244.21082454740431
476,37.96002197265625,1007.9536577354173
477,65.66000366210938,409.2291132691469
478,78.80001831054688,118.60654931047425
479,121.27999877929688,925.9831368989791
480,64.68002319335938,338.94510355018963
481,28.52001953125,690.9146528323992
482,452.2200012207031,865.392458044709
483,207.52001953125,54.97651049077668
484,295.0199890136719,978.2090327783475
485,335.760009765625,246.8969901974296
486,438.1000061035156,404.12925157179006
487,121.69998168945312,466.76800858840863
488,156.33999633789062,869.5770936287524
489,69.41998291015625,213.3867433749319
490,698.1799926757812,656.3740929917622
491,187.45999145507812,723.3050477118586
492,46.84002685546875,494.766883326499
493,18.019989013671875,484.77860736388783
494,128.07998657226562,162.87796333608554
495,191.19998168945312,551.3354181520151
496,16.44000244140625,253.35620513675283
497,480.79998779296875,318.3450381859659
498,151.0,444.9249183507371
499,537.0999755859375,655.9808698110801
500,44.220001220703125,395.5658548136067
501,257.8800048828125,974.2297292466417
502,101.72000122070312,263.7848703229975
503,552.9800109863281,711.3876025336224
504,503.5400085449219,449.3154188676081
505,23.220001220703125,1142.164384002597
506,319.7200012207031,313.9694844506232
507,5.220001220703125,344.7543978118141
508,667.3000183105469,229.25112743435852
509,23.0,156.53644336776418
510,27.1199951171875,444.0685201577125
511,2.08001708984375,238.06696085108487
512,565.5199890136719,542.4023219776866
513,49.319976806640625,303.19410720205207
514,121.1199951171875,412.42167529401013
515,19.720001220703125,258.4679010588027
516,169.95999145507812,466.5523798186883
517,92.30001831054688,281.7926341519003
518,40.44000244140625,163.87329333137598
519,74.94000244140625,633.4536463109476
520,403.1399841308594,655.0744387231539
521,1063.0,358.13812862198984
522,123.20001220703125,207.79248377426697
523,9.540008544921875,418.2914644502854
524,369.7200012207031,402.43298014466683
525,435.239990234375,495.69881532066097
526,206.32000732421875,290.08878074007316
527,417.1000061035156,546.6146713904441
528,117.6199951171875,470.57847212747646
529,27.5,906.5889221015733
530,292.3399963378906,386.12299464778795
531,1027.3600158691406,1146.0454470893512
532,116.98001098632812,86.3058308121372
533,170.55999755859375,289.14918571197154
534,84.760009765625,256.49886702213155
535,627.3200073242188,359.0727180494966
536,39.53997802734375,407.4393106002505
537,286.3999938964844,267.39683434237253
538,64.25997924804688,120.61629035039002
539,204.67999267578125,524.5513574389041
540,320.05999755859375,471.6540189484413
541,40.5,346.3682090519642
542,92.45999145507812,305.9415269376247
543,85.94000244140625,385.28094621955063
544,60.0,321.08379510451465
545,109.8800048828125,328.6596062141433
546,1.53997802734375,425.1867413774266
547,272.70001220703125,994.7930499387938
548,40.739990234375,118.4437950535993
549,60.08001708984375,193.65075000224462
550,49.259979248046875,112.62265533861361
551,153.83999633789062,446.9114874816698
552,65.07998657226562,315.3026160975994
553,9.53997802734375,130.27082673512217
554,435.3600158691406,393.5549465923948
555,418.9200134277344,59.83979958475897
556,33.839996337890625,280.45113994483097
557,281.5999755859375,361.1616613267024
558,78.5,482.9510728121057
559,497.1399841308594,1020.9715546239653
560,841.8399963378906,463.47907433847956
561,478.3199768066406,334.94001188531035
562,428.239990234375,174.19780026792967
563,579.6199951171875,798.426022094075
564,279.20001220703125,223.69874639949342
565,68.20001220703125,409.4349172765326
566,40.91998291015625,271.12711168800877
567,108.89999389648438,253.96003250199283
568,166.6199951171875,254.14096305512754
569,22.05999755859375,827.3772943307066
570,6.860015869140625,239.3596789601344
571,380.739990234375,592.7139393821533
572,136.67999267578125,716.8978376094938
573,53.1400146484375,150.60848337687793
574,362.4599914550781,405.98091578588117
575,124.77999877929688,115.560653158373
576,298.79998779296875,126.44260345705837
577,3.480010986328125,584.4311260352931
578,38.79998779296875,1118.8834688893912
579,70.45999145507812,188.25696683024012
580,195.83999633789062,319.38499425007706
581,182.70001220703125,437.74830260186434
582,91.29998779296875,739.8422870683354
583,10.3599853515625,262.71239099838874
584,339.2200012207031,399.1251301374337
585,24.05999755859375,231.92626956344705
586,3.660003662109375,266.2110876936919
587,11.17999267578125,168.5657577130564
588,371.760009765625,443.1732948375757
589,28.779998779296875,248.07959141567855
590,239.82000732421875,621.8192817567583
591,515.2200012207031,113.89902108574691
592,183.04000854492188,508.27307061695024
593,320.70001220703125,327.0692615984876
594,312.6199951171875,210.64393416919242
595,334.5199890136719,373.4553602689691
596,413.5400085449219,167.46115055858175
597,83.55999755859375,493.1138697291421
598,509.6999816894531,502.4011744576618
599,588.2200012207031,576.1736581295439
600,32.959991455078125,519.3295247471754
601,134.5,214.67103851236473
602,267.2200012207031,256.90282290597025
603,46.720001220703125,372.7496693215617
604,1.3800048828125,215.83364130246105
605,534.3800048828125,709.9905272764681
606,24.41998291015625,516.3560835024973
607,278.1000061035156,1130.2474716146928
608,146.44000244140625,504.62399059603
609,79.5,278.6336605016064
610,134.8599853515625,477.9787748555603
611,485.82000732421875,552.1171506138097
612,149.8599853515625,376.0248168146788
613,307.760009765625,276.97030059574945
614,352.760009765625,267.34790654508964
615,305.3600158691406,115.97471350599321
616,1058.1000061035156,449.2762013347913
617,77.0,417.59225007452676
618,26.199981689453125,376.0163891826155
619,68.10000610351562,326.4943008132314
620,372.5799865722656,646.8187424790309
621,251.72000122070312,761.0948158312499
622,102.4000244140625,619.8477560376534
623,289.05999755859375,167.73700853063187
624,46.839996337890625,212.3796759388004
625,30.1199951171875,1078.0100689334824
626,76.19998168945312,372.30201260356046
627,21.02001953125,593.9276423937737
628,15.5,259.573925071159
629,20.339996337890625,195.24680461715653
630,94.1400146484375,372.60795053597894
631,251.57998657226562,1062.5513698892155
632,131.94000244140625,328.206867007182
633,168.89999389648438,263.22801130194733
634,413.6600036621094,450.80676376258293
635,247.79998779296875,284.5212517328393
636,209.65997314453125,576.2279274453155
637,397.20001220703125,587.9507975659975
638,392.6399841308594,872.2003233787642
639,185.67999267578125,952.9742686866176
640,527.9400024414062,817.1669208175437
641,16.6400146484375,492.963925035395
642,130.6400146484375,240.55502334935798
643,208.83999633789062,402.69107687124364
644,33.720001220703125,281.31681028471854
645,374.6400146484375,87.7652768007108
646,118.98001098632812,274.61326522942903
647,34.920013427734375,517.3417409505334
648,160.32000732421875,622.7835183202238
649,108.57998657226562,382.26433881484894
650,160.36001586914062,924.7111349033673
651,37.720001220703125,403.34160430342564
652,231.22000122070312,39.3014815715229
653,60.1199951171875,375.1740318954393
654,585.5,374.77760869610404
655,115.0999755859375,370.29174149882965
656,28.720001220703125,310.8244022972744
657,135.260009765625,549.2893434681929
658,111.58001708984375,103.60248613776446
659,52.5,211.08872760400925
660,108.92001342773438,1413.6206404229874
661,618.7999877929688,464.6579507809318
662,64.07998657226562,412.95202928057665
663,497.1000061035156,93.18572940501915
664,322.0199890136719,179.15448252937745
665,447.3599853515625,392.2094349067331
666,29.540008544921875,800.2625803352615
667,56.399993896484375,742.5256578610811
668,156.72000122070312,1012.3502807022599
669,158.51998901367188,428.70848123360423
670,791.0400085449219,1269.7076427761765
671,20.70001220703125,333.52140656412917
672,284.1400146484375,447.8917024929833
673,346.9200134277344,366.94453327093214
674,189.53997802734375,202.2110897017401
675,71.77999877929688,327.43866940195056
676,191.31997680664062,129.51462556573833
677,76.760009765625,372.79308788726036
678,351.6400146484375,214.96200136808386
679,187.0,121.74957833275828
680,332.0199890136719,405.033666657498
681,445.8399963378906,96.9905179812222
682,42.03997802734375,131.8515746608303
683,44.6199951171875,739.2875505805131
684,474.260009765625,99.35082966257235
685,756.739990234375,314.7838874476588
686,300.4800109863281,536.5501658108541
687,354.260009765625,964.2605213586377
688,21.160003662109375,325.8209938539775
689,124.0,393.27406403742054
690,97.02001953125,618.4218993660662
691,89.70001220703125,417.8790612311898
692,80.1199951171875,582.0041129713737
693,296.3399963378906,472.5063385210217
694,582.1200256347656,205.28963633048178
695,288.0400085449219,364.1196170800064
696,32.639984130859375,378.4208877226434
697,112.8599853515625,868.5617345065829
698,65.93997192382812,275.566243740496
699,32.279998779296875,456.714903108033
700,353.1600036621094,132.54616604497295
701,331.8800048828125,315.7234807059098
702,72.27999877929688,456.45544376033416
703,145.66000366210938,306.55880111366844
704,261.67999267578125,396.3098108174614
705,320.6000061035156,653.8908197513462
706,199.72000122070312,307.4679852445529
707,139.72000122070312,254.80415814359498
708,148.0,324.0564674039132
709,14.32000732421875,426.9979054359973
710,243.04000854492188,206.36499502247617
711,246.32000732421875,593.7119533020006
712,118.44000244140625,834.9360671999764
713,208.86001586914062,278.4436714235632
714,72.96002197265625,495.3575234833827
715,320.6000061035156,106.46975511571077
716,150.94000244140625,1422.9251549215435
717,292.67999267578125,706.6425399507137
718,326.2599792480469,171.84321128366142
719,84.16000366210938,573.8021866379439
720,63.339996337890625,570.2863014813719
721,56.480010986328125,347.1602247565873
722,382.2200012207031,409.1805542216169
723,53.739990234375,321.67659052587305
724,207.33999633789062,306.68532211553986
725,28.699981689453125,207.2536879108179
726,217.10000610351562,674.0942327366383
727,89.219970703125,423.4749903178809
728,15.899993896484375,318.287949547393
729,26.97998046875,328.9226770879794
730,333.2799987792969,555.4535343221561
731,500.6199951171875,982.7734281177771
732,441.7799987792969,428.9593744642579
733,281.8399963378906,671.819904350174
734,58.8599853515625,387.33982835294404
735,422.32000732421875,528.000709269032
736,168.239990234375,380.77442403826103
737,73.1199951171875,589.1956159048586
738,168.75997924804688,299.50051838036336
739,12.6400146484375,767.8172248251726
740,78.48001098632812,207.51584073942246
741,83.44000244140625,262.04000239807925
742,11.160003662109375,171.37942473829204
743,122.19998168945312,786.3014843151524
744,94.77999877929688,402.3002835802148
745,2.920013427734375,240.16773608780494
746,301.3399963378906,836.2805481397894
747,240.46002197265625,287.08021347136656
748,191.82000732421875,639.0867815914585
749,101.27999877929688,560.7626137215218
750,271.8800048828125,511.14275895852694
751,371.0,746.6938949198604
752,317.94000244140625,209.7842393510054
753,828.239990234375,760.2908628931568
754,1418.3200073242188,454.32438407496835
755,432.58001708984375,997.375980927957
756,140.31997680664062,393.4133247365768
757,291.6199951171875,333.1312872728129
758,11.3599853515625,832.1559007262816
759,151.89999389648438,414.6699690327955
760,147.83999633789062,408.70383245087015
761,30.079986572265625,124.5798794300534
762,23.420013427734375,431.98419023182487
763,318.67999267578125,382.63706827505644
764,65.55999755859375,380.0312266705619
765,653.260009765625,1690.1963819822727
766,150.55999755859375,58.429296432035144
767,165.29998779296875,541.2426120686627
768,452.239990234375,205.25706684256645
769,343.8399963378906,649.8546234777674
770,80.51998901367188,749.5232743765347
771,166.5999755859375,262.4585588435666
772,478.5999755859375,766.2204468126007
773,167.48001098632812,340.54623210108565
774,243.89999389648438,727.2544183436761
775,118.89999389648438,940.6184306786854
776,239.0,497.19668359349083
777,24.1400146484375,185.23798809549987
778,323.41998291015625,83.3515583621106
779,24.0,294.6273282316788
780,47.100006103515625,386.23598138122213
781,68.5,233.39670887965343
782,94.05999755859375,666.9433206364647
783,617.0799865722656,618.4031898122678
784,235.29998779296875,300.0802481078646
