,Prompt Energy (MeV),Delayed Energy (MeV)
71,5.109186563685765,2.2593428025117306
72,4.3540066730756966,2.1482614289574284
73,2.2408087946468838,1.9200225256006827
74,5.195738004248626,2.210840562375536
75,4.209060310784814,1.9826240917778013
76,3.051110060953411,2.0920962061435993
77,4.177841476020358,2.3272139693299847
78,4.390532289870259,2.1131575489201486
79,3.7631932999510074,2.066179633115479
80,2.8696207968734,2.0970541077003153
81,2.039675566144618,2.134901792616821
82,4.086026170925938,2.2239284803513204
83,1.937017203816779,2.017145096390103
84,2.34807457700004,2.076611368357686
85,5.015512508996771,2.125203058431888
86,2.364869434742941,2.131786286517242
87,3.534999239560651,2.2045095350140484
88,4.265733085057215,1.9376386261027598
89,1.3432418131794313,2.1377708256056587
90,2.9033853549143442,2.0957944205732457
91,3.33738302265365,2.2117783286433714
92,2.0026115327614704,2.150785767952663
93,3.5899776609858263,1.939579748079091
94,1.1838309593943561,2.0765871135327187
95,1.628306356321614,2.326611766092149
96,5.861606353309127,2.047758111017643
97,2.176665575168862,2.1963869649741463
98,4.757310143997196,2.0623584456925967
99,3.454012212670886,2.2287724261072936
100,4.586200515992264,2.1790016598251145
101,5.5864557446731045,2.150578840058658
102,3.4607306657816364,1.8815500367180698
103,1.8376002490096932,2.040023585707343
104,4.311764008717598,2.149642758057516
105,3.922003758083198,2.1046175108925094
106,3.9258225173077044,2.049171678909978
107,2.294452352065594,2.192567089207375
108,4.528667252272273,2.250079364764167
109,2.2316941699374095,2.080747002807455
110,1.965946666088953,2.1121746399944508
111,3.5400789288102334,2.243227294355345
112,1.1818597608223864,2.1030015699048263
113,2.892541815142958,2.035299411556168
114,6.356270109194804,2.199083973325107
115,1.681544706112737,1.8943123080048585
116,4.4743924604411855,2.068423653461076
117,1.629093875673976,2.2286079197372772
118,3.4353290181782836,2.2321900555046112
119,3.2673447197265637,1.9565736986935613
120,1.747611191207547,2.0915478278194652
121,3.94280672980083,2.1522452020210916
122,4.878483309413553,2.1434213755343996
123,1.30376940074537,2.1998594363413946
124,3.1287135506379804,2.2531413622417085
125,2.360865274576981,2.2618088067947806
126,3.408334698069718,2.1888742073035203
127,2.582712086882529,2.0734520911957404
128,3.670410745448453,1.9927105283296729
129,2.5575674724343354,2.096042369269006
130,2.7400211855027967,2.1036305949956637
131,3.237676853005366,2.190780905415707
132,1.7193080472245894,2.0548010429259995
133,3.62290194499189,2.07294877208437
134,1.8692607876805387,2.0948318186776027
135,1.591464978186884,1.991472164962776
136,3.9726416715212176,2.1173857541665795
137,4.561559540124801,2.129857621622325
138,6.607835563273752,2.103997380416211
139,4.772975113354215,2.125230577214499
140,4.293346152287997,2.121956007525067
141,1.7947936205022021,2.2829646587486683
142,3.0566223965491006,2.0901664904586355
143,2.7495398591011138,2.1013150339747355
144,2.63978325546237,2.0063330309697
145,3.0590440300163486,2.119360025668537
146,2.476608075468743,2.14028567393491
147,2.0218770110966515,2.0057013870769542
148,3.5738821041058406,2.1503708118124005
149,1.964202051475657,2.1015437508763535
150,3.304263378494806,2.138529677398158
151,2.387672369154638,2.1539674619049665
152,1.8971762436174446,2.1719567109560134
153,3.457699201485857,2.0718338641902325
154,1.3540429328586412,2.0259750214915413
155,1.7924658323490013,2.016698980856136
156,1.233052917931749,2.224288585263888
157,4.549289257269141,2.0998195459855773
158,2.089419332269376,2.139108696084744
159,2.3436036072600683,2.2278493587930295
160,4.229915064446941,2.2342703965423314
161,3.334046075415944,2.2219426451778825
162,2.3527182798707758,2.1746377353521615
163,2.0223297548825445,2.3161371966116033
164,1.6653156485275742,2.335263543278252
165,6.171671690042852,2.2444099317640505
166,3.6704034253806253,2.028613462420934
167,1.8574102992014558,2.4032061279615204
168,3.7737710683112855,2.1532864494224997
169,2.038256406277483,2.265480895778146
170,4.108559949918053,2.059550749368628
171,1.3940289169787812,1.9815439874364065
172,5.00354431039806,2.161235949894143
173,3.424952954230101,2.1516442502043605
174,5.334427284680456,2.4188185138313365
175,2.400762798960419,2.0822361371233407
176,4.833048126210537,2.028266014744232
177,4.091244574026117,2.1153901863687503
178,2.6545074275023137,2.217429001361635
179,2.1685167792091096,1.9259292335264373
180,4.04737553618289,2.189999806072888
181,3.434139525934433,2.201419076167429
182,1.4648583230472974,2.0778144677944863
183,5.3428342415371555,2.053354923422499
184,7.539651900888584,2.168152788638001
185,4.767207826410813,2.151882232270477
186,2.2485326669823977,2.189220722817102
187,2.7705735720863385,1.9883556390864288
188,1.6463514673294406,2.0803810221058647
189,4.30577572014047,2.0330396218700018
190,2.6988750576549587,2.0243155023496953
191,6.431000007239707,2.0641700040086968
192,2.7170467298997787,2.0668038542291396
193,2.961268988947409,2.17605386165056
194,1.7437430977882569,2.2796433420713615
195,3.735778328860219,2.0316606622176905
196,2.4236576617263093,2.0922315870105965
197,2.793291645236659,2.115453265618945
198,1.567579592735806,2.022548086699386
199,3.68960096318815,2.0588029943048274
200,2.4420956715219737,2.075438964503836
201,1.7749467907593384,2.136313727660942
202,4.5284833423555835,2.307854943068461
203,2.056097795212898,1.9817462900629161
204,5.33677508014444,2.0742996740693593
205,3.855183074183377,2.175156882176045
206,2.425612750476791,2.056350184890423
207,1.337394468185349,2.1463242357695425
208,1.803453348127602,2.1036269866756045
209,6.584734641528527,1.182760996387639
210,3.2858516745867243,2.115191882241346
211,1.639482912337039,2.054782435017126
212,5.528615137665906,2.097775291417588
213,4.668261305863446,1.9528576251576868
214,5.624691600041141,2.174334348226846
215,3.0806815523234974,1.9532002104075128
216,4.327589399310971,1.9419576408099468
217,3.246351839008085,2.076776391557718
218,2.75939612099962,2.060614892038277
219,3.061047278313529,2.119720301538866
220,2.3658320288302708,1.9796598874965068
221,1.924957195532464,2.2571869230610813
222,1.5882058506991505,2.012793343054467
223,2.8030791946616556,2.1318333623952235
224,3.598281229137871,2.1992001479494925
225,3.4596217962367946,2.2832146251095646
226,2.382450661276224,1.927590799368788
227,1.3597147300978258,1.98424991652363
228,2.4500992280502882,2.06362624678562
229,2.923813075694851,2.2208504886257323
230,2.667415023615029,2.01135243871778
231,3.5399199173914293,2.040839064995523
232,1.9696012119900461,2.184623497310173
233,3.9606451708872834,4.872044988725293
234,1.872547705518533,2.1022222687758734
235,2.8242473800484267,2.1895964445027403
236,2.8245794822689594,2.1439931379247033
237,5.183502892708911,2.019370271578485
238,3.2254173868334277,2.0735794769312705
239,1.8979183690815398,2.139948985031063
240,5.905770715823377,2.147066517358758
241,4.2945777832978855,2.055501413050798
242,4.074734332505736,2.0080725766242336
243,1.2995796496497967,2.100493016922108
244,3.3283799547267066,2.115633184443752
245,5.508436668747461,2.1725502609566214
246,1.966232375419469,2.1841018501472327
247,2.457340861954682,2.227379183475663
248,5.054401988157446,2.205191657901285
249,1.715983290217606,2.0249524367102167
250,5.3788139735326475,2.217314054019616
251,4.118283764442109,2.1810139136900166
252,4.662128189415739,2.101412097450965
253,4.288544917963789,2.1500891129317115
254,2.1151395479143433,2.1770259005418833
255,2.696776968391184,1.9965941050049056
256,4.278886768437583,2.1084917336679347
257,1.7282565428294423,2.15591815453794
258,2.7769448006048827,2.3952000120703674
259,4.166283044268391,2.171373767642715
260,2.959605677022006,2.1171133719421364
261,5.197125124689706,1.9466437850163245
262,2.2198531116996296,1.9684751511291931
263,2.6488990417106058,2.2375186215910494
264,2.911201716983382,2.0662074418053358
265,2.8710392660035606,2.2021122720327315
266,6.482564687115993,2.124737381630519
267,3.2136394625194775,2.3654563647796203
268,3.7895825492802144,2.0612702465480557
269,4.627475438810628,2.1832480385452464
270,4.692736491456932,2.272485688102685
271,2.234005974889004,2.0650754864343024
272,2.6169792065335638,2.076994228678521
273,4.823515088542278,1.9158606116268806
274,1.9379466358687094,1.8591100483118452
275,4.538582378294202,2.019003626432598
276,1.8462127385004736,2.106862829115153
277,4.300239994718756,2.077263672302868
278,1.6689881046240747,2.3399407315446443
279,2.646860542681273,2.052887338571385
280,2.312797887409345,2.0773562092036544
281,5.139662647542338,2.1762943550373484
282,2.5807944551402593,2.1038409884431464
283,4.21239328907641,2.2070137449474734
284,4.063821237534986,4.444931188773216
285,2.969135169724902,2.052154776089076
286,3.6407163980385278,2.073987770998228
287,2.2877307721644544,2.1823819152925013
288,1.1096375864573307,2.098429874199872
289,1.0775742112352757,1.9340720868904913
290,4.718647592673554,2.014613485735347
291,2.6023187750284515,1.9019604230580454
292,2.687547626636735,2.389140095187029
293,3.8224496900030034,2.137674308035606
294,1.9944213390012018,2.0936642878773717
295,4.685628803929969,2.0791052495326867
296,4.756868759320832,1.9481425158648182
297,2.3834019249123193,2.1559183942875295
298,2.8885123603936966,2.2265882981851157
299,2.621721555098537,1.9395262839553797
300,1.8754235601164846,2.1754086026198407
301,5.18182159062579,2.266192329870854
302,4.905395362477316,2.1163466658198318
303,2.0860731729305564,2.1233216943430158
304,3.0297387213083113,2.0116966769654767
305,3.125483147211978,2.06216809583441
306,2.1431965948840728,2.148750703313578
307,3.233703903158307,2.10983943913892
308,4.248191233654663,2.0242150061188253
309,2.972902603312778,1.9356537972212406
310,6.849891814563348,2.146391505443127
311,2.9226606517904545,4.794622288970417
312,4.67829217239169,2.1320337387622423
313,4.094138638890554,2.015777967703297
314,1.637680722214192,2.012321020785373
315,3.587895586951001,2.096327695828208
316,4.228409623166229,2.240193928242831
317,4.937802441111511,2.2405863049670702
318,2.388084259756411,2.148423903213557
319,3.276657419136567,2.22630687803182
320,2.057694759755432,2.327336322214067
321,4.629964412420906,2.218911947408054
322,4.315183637850744,2.0803477804382315
323,5.306150345604279,2.0652885268142587
324,3.3666056366149726,2.01289682717946
325,4.5970185612873955,2.0367475083087894
326,4.8315226188149865,2.1016973249215996
327,2.15114591734357,1.9403472137898286
328,3.649907467188992,2.264351049972761
329,5.103486741313674,2.201463912086036
330,4.93541794013981,2.1751897924891788
331,3.069911606085444,2.293125596708397
332,2.5884654243742737,2.281787724989261
333,1.1308207728299986,2.0298344393733467
334,1.1289650049450324,2.116643867725999
335,1.5801976183172373,2.0501745472099904
336,3.861765533828329,2.31078289515232
337,3.3744657998623717,2.215393125161664
338,4.869814939082012,2.0015859288292077
339,2.040298430656212,2.081165751169579
340,3.3623625764294567,2.101420378751696
341,4.907449543364609,2.071200798599796
342,3.8242493346752333,2.1713629162869257
343,2.576252347957051,2.1320876188961644
344,3.161213819779599,2.0192583770662873
345,2.567254067716936,1.9083222844837224
346,5.737672917125262,2.1813744549413663
347,2.469309460137253,2.0833950760538977
348,2.7494156452050977,2.056833922438823
349,2.1022756717493496,2.20287341037575
350,3.5522018125502,2.1328564501733713
351,4.926355258556565,1.9868975573674523
352,3.0178683687683154,2.0429603453770624
353,4.877761384900538,5.716331691559436
354,4.813335418942057,2.156703116075166
355,4.420420148227019,2.1069370607412634
356,2.409777694710031,1.972327028230319
357,2.0155414905161693,1.9830632692769585
358,4.373359801125337,2.207932499981685
359,1.4007364365563149,2.094185003055708
360,3.298754313669593,2.336598501242393
361,3.9699514821790887,2.142816957468164
362,3.152817361600651,2.2734245715853567
363,2.4668613844043317,2.0248297230871413
364,3.445119908265047,2.1118089939407794
365,1.1976238739972622,2.326701411851967
366,3.029897930842339,2.1579143939155734
367,3.5776996115133297,2.2771495035934013
368,3.468587419757758,2.1086563979920223
369,3.0354617284687158,2.3659869559911724
370,3.1233404163816427,2.2107920126106992
371,2.0209729716205778,2.004970238692673
372,4.124286738856546,2.2003221398772417
373,4.152661451597834,2.1610206591910432
374,3.3637248033040312,2.2194926178528513
375,4.094828634605344,2.0426537342160875
376,1.9263693510853659,2.0757604709390742
377,3.917317743531727,2.0406544153791777
378,1.2037953707585238,2.128509181086137
379,4.669675848778747,2.0686526569751376
380,4.429464592668999,2.038616149858956
381,2.211096569021266,2.022530182389078
382,2.193580891631106,2.051525111916891
383,1.6970318790957033,2.1393231739906104
384,3.022520350336651,2.180747366662836
385,2.0844158903885655,2.109039510052353
386,4.005788600490404,2.074210500259869
387,4.289590052348136,2.1637184357663926
388,2.2797815678176043,2.184089076583153
389,2.523168543913383,2.1548137460811736
390,5.1194604319036054,2.1253159998000335
391,3.6761626768553204,2.178370402557227
392,1.5652223659163889,1.898962977788739
393,2.77325721916104,2.091649344522785
394,3.5029368719093577,2.2053097070620047
395,6.106207031961219,2.014797574279377
396,1.5663967405953416,2.035651605131683
397,2.101049170525138,2.0036652452413506
398,2.882161116684969,2.037429063687204
399,3.834867448122661,2.0821771205025112
400,3.057114299200124,2.2842277012978243
401,4.194559374414383,1.959763856315256
402,5.284663685733139,2.0909308666579642
403,4.263339257036135,2.1054961609685012
404,4.431266023659596,2.356319329852717
405,2.757047140075475,2.1249848716112383
406,4.366976461200154,2.055090163628284
407,5.139580622068711,2.243124895645814
408,4.35126587225886,2.017079406312275
409,1.9691172189023392,2.169841314186688
410,2.934998759682437,2.0535019736728026
411,4.938728270346905,1.7327004898027385
412,5.871963071872672,2.20264509683558
413,3.1622881706472947,2.1041764652806787
414,5.648320800927947,2.24294257458761
415,1.4079370761806904,2.14413032492975
416,2.7661147299099835,1.9565642984072515
417,1.2246691439754582,2.1335755919840405
418,3.9338851264574735,2.0680532676972785
419,5.334446609325479,2.1444468337667404
420,1.3054026133741,2.395368605436923
421,2.7368725848584314,2.190472577173754
422,4.050233373912678,2.0630114392146286
423,3.3929275690167633,2.1889918608597982
424,2.9068815686538922,2.001885055799595
425,4.7882393455270424,2.012201339501068
426,2.46141753012241,2.179319170758097
427,3.474632237680911,2.1667551686785815
428,4.685302476967195,1.938783520446274
429,3.0672399006831914,2.1489131802502754
430,4.492790912709568,1.9981958159309157
431,4.168581324838113,2.2591199494135603
432,3.576059544401747,2.0347247628377128
433,2.5663098330911747,2.1015940760651026
434,2.774857699048811,2.179986877050226
435,6.120476118011624,2.0740515212515067
436,5.1002520422877815,2.100342721371292
437,3.2033799164809076,2.0263918477410905
438,1.3558128828104383,1.9389517699692345
439,1.9166046412770077,2.2484815002994267
440,5.5588420604185105,2.2092953520755225
441,1.5518922082100013,2.1049635947333223
442,2.3860974819480973,2.158080673784367
443,2.8288398378004955,2.0760776901483156
444,6.012732410392543,2.1981971024450404
445,2.7791654959674648,2.1951081039338227
446,3.9538762559330216,1.9653589193851724
447,1.7101768699678046,2.108963587492125
448,1.5461137048151776,2.0590644791468877
449,3.8920250779762426,2.0966960168284046
450,3.6343082282671073,2.1887703353885795
451,1.4953560064511193,2.168615160701907
452,6.259471105434711,1.9554180337369478
453,2.4327432355111727,2.0655034908581684
454,2.9540780663066633,2.033925300013481
455,3.6592106350259845,1.966557205586992
456,3.173532016948045,1.918490211489242
457,3.013880234714882,2.177179975212199
458,3.0408114245307014,2.1483871882960166
459,2.5575311367960887,2.124661265936652
460,2.523916393148357,2.0027148851771077
461,3.5785846035767936,2.0228420586984424
462,2.3393354652405476,2.1866820524949935
463,3.1075740280770603,1.9658984106712287
464,2.123879135586842,2.0534311797906795
465,3.32894985367548,1.8173663855483018
466,3.3275646239078736,2.016545683757537
467,3.9309433070621838,2.019286234938488
468,6.400893521695624,2.35613692913577
469,1.8613035330821468,2.2781621764555298
470,4.44280092621749,2.0019143833233173
471,2.7467051564841016,2.0325032278783453
472,1.9295192915656865,2.2901053675753578
473,4.415015755590802,2.0500918685867293
474,4.546322032302277,2.223453101753994
475,2.1799497649007082,2.2060465099079303
476,2.085061683761585,2.101682457930992
477,3.030851069251126,2.2047610753298263
478,2.753487202304098,2.140058804578514
479,3.941871319140053,2.2177999584420443
480,2.749331085315593,2.070433687837436
481,1.8739297719674881,2.1388236738058604
482,4.399629861595812,1.97733475208554
483,2.0628979670928542,2.1269139443759126
484,4.4213601983804836,2.1719785135377907
485,1.8005853634816629,1.5449270959970833
486,4.0517959957434,2.0570727223505068
487,2.815017259372056,2.0350320223878686
488,1.5356802504430689,2.176635534069596
489,2.3839947502406873,1.8843330204089357
490,2.7893725469051436,1.8733661492256595
491,1.799356091490723,2.189880604450586
492,3.210006642536682,2.0317442860845683
493,2.4624273277943067,2.325353158923076
494,3.7157768242467966,2.193480307768984
495,5.603872035052097,2.04592703879206
496,3.989532200067377,2.326072028882763
497,2.658012420515639,2.0490781318743534
498,1.9334660100382215,1.92853929845913
499,5.350766672610549,2.1184069625489768
500,4.357950074720335,2.1042094574116597
501,3.9388411248467827,1.9808361231812521
502,3.408486874829219,2.360314140141022
503,4.086262979669009,2.2055628210897407
504,2.1816707432737816,2.219874501776412
505,3.7573036329121265,2.0066563496706777
506,3.7362676583788503,2.0301588359188965
507,1.8794005120442638,1.9873601147963351
508,3.0422355532240952,2.1173566279658744
509,2.8888858390155034,2.0558284798218276
510,2.1419301903874244,2.058849245218779
511,6.663248141434047,2.2308691757672747
512,2.867110851526359,2.177978393013757
513,3.11956130731751,2.2050640144823848
514,1.6629058479909513,2.25225502808328
515,3.6356243944114603,2.0566730356039726
516,2.401006063719728,2.211198578254598
517,4.208436376292122,2.0082006379648503
518,1.9477666662852235,2.1681086091842268
519,2.563906385807523,2.023489455879779
520,5.671489828599621,1.9256426343383954
521,3.098990067823746,2.3426218741917735
522,4.54831892842694,2.269425391875015
523,3.3830377828427354,2.290619915960179
524,2.441480484234942,2.340523793390419
525,2.8407910632552245,2.0687962133720306
526,3.276749512240078,2.247713769453383
527,2.880923388263837,2.072691337274544
528,4.86398644311236,2.0558657986545352
529,6.555701750235171,2.214986537790264
530,2.009702774374817,2.095522075967927
531,1.1691033491512497,1.9829472659543832
532,5.263950734755661,2.162635259960868
533,3.3946862439144105,2.03383984575679
534,2.0503959493387622,1.951447553057077
535,1.301403945573584,2.1736653583696364
536,2.69140908667619,1.9029452477781788
537,4.742518997709233,2.105974741486061
538,1.3781019393258322,2.073844956848185
539,3.9411979967028037,2.231826030720854
540,2.0965401885531754,1.950549062446061
541,1.8600461960105377,2.05263476798521
542,2.6696226552135633,1.9582230329675752
543,3.202692896826796,2.104433542682869
544,2.2014054924018107,2.1841198418272985
545,4.00843780230896,2.190921029489325
546,5.83018259676582,2.0658842179577843
547,4.620286160720463,1.9694110645504526
548,2.651249663902163,2.0516140025490515
549,2.3318406475846576,2.167934426895089
550,3.144529666108655,2.1380925149066674
551,3.0175061084026527,2.1864714112413983
552,3.354085183575518,1.9862726860130655
553,4.331204656228385,2.1906859028400154
554,1.8016558994343141,2.287340375895391
555,2.131237496997076,2.0669287419021534
556,3.1532244475581486,2.2530867634024254
557,2.784523778280312,2.0223854693121037
558,1.5626452533649924,2.2674985409421073
559,2.665921285363837,2.069565811284183
560,1.9876951044970745,2.2052443134216966
561,2.7311385072623833,2.171198744399709
562,4.324518562987028,2.299203645610144
563,2.9879088227823094,2.3692898052396987
564,2.6295922698105905,2.1391772540963934
565,2.2448042456747626,2.0828197690134203
566,2.363584259528841,2.102853557311036
567,2.104528678175141,2.171323919329038
568,5.1867442324913675,2.293429373744719
569,2.0965678621240444,2.1630105831175097
570,4.8551385478303954,2.1912948735368776
571,4.278768779406241,2.253451904151579
572,3.244033485158161,1.898443091050859
573,2.044394045541095,1.9787002416238206
574,3.2394303541750196,2.0365651468522725
575,2.3940681938015715,2.2420155869559943
576,1.8831607693268846,2.175660760657137
577,1.9613498033932508,2.123168149182575
578,2.2526726395658416,2.0576372280319934
579,2.190467211816301,2.2724552577384047
580,4.2473405571062495,1.1230419140474954
581,5.660019990032109,2.0134626589716684
582,3.165525350580377,1.9833922448268517
583,3.249822154265864,2.0603040053503467
584,4.158028899660938,2.3627253908804673
585,2.076159924127825,2.2245145139525624
586,2.289616746628961,2.311315611271936
587,3.809880919420234,2.1352216845387426
588,4.055253575968398,1.9782058542911687
589,3.7602283440393425,2.0345626807156987
590,4.611639351832497,2.0889900918249724
591,1.9019012437094682,2.2019270020535853
592,2.589517540578995,2.304013351791305
593,5.076805533179998,2.070541331902021
594,3.2370368640776026,1.8760346966979804
595,5.180123991262874,2.221911194524427
596,4.383476992237316,1.885441848257574
597,3.211042620153965,2.1748605445620774
598,1.5666113279866438,2.164163784603879
599,2.9739685205447723,2.0057235507004743
600,1.6853588223225289,1.9343243758929354
601,3.3371250641944052,2.0796006465261216
602,4.392809136608852,2.105852122198959
603,1.8355606759604663,2.2448691662358966
604,5.654133614610578,2.090173705370254
605,1.7790292671795287,2.038458255086509
606,4.602615453684431,2.179807217512219
607,2.8266143510778052,2.0048577243906487
608,2.1225194952687603,2.0210356043296502
609,3.2486646572283693,2.3428993071017135
610,1.6920483784146523,1.981542573834926
611,1.812068434166895,2.0455558640620257
612,4.112097703703428,2.02408888256432
613,3.6198974121440743,2.0456607346639224
614,2.7219865456219248,2.077404349971645
615,4.058724257081748,2.0098979677862796
616,3.5127000815897036,2.1816776920891066
617,1.5600310382253528,2.188541130365019
618,4.733576409439804,2.1035929426576088
619,4.105234234211248,1.9761978062584429
620,1.266166288008069,1.9209861986434558
621,5.020566675014914,2.256195182663004
622,4.589278649878151,2.3453375954100606
623,4.020929042046485,2.265086954044256
624,6.430980989509923,2.3064602389957196
625,1.6748619265686726,2.2813423030644606
626,1.4446491446922165,2.4547503851791572
627,4.231112772342002,2.1084957353602967
628,2.5546876411122796,1.9182266949394842
629,2.517363875326077,1.9771902065405431
630,2.9356839776069323,2.158502743833434
631,2.6233791992946975,2.0754773579288823
632,3.3414657810855535,2.2431891225331375
633,2.1457644435250782,2.013643482076526
634,5.3711753988255175,2.0720786304445555
635,3.042504744130417,2.055585347266982
636,1.4878021785600914,2.183943289824996
637,2.3724879079504237,2.212171154841819
638,5.183755342804966,2.108106221634469
639,2.6132606210098306,2.1824225377264623
640,2.7412756628259234,2.162013485432879
641,1.9991884296346458,2.0508377614343503
642,2.1553836836133344,2.0004546834913484
643,3.7793535737541486,2.1792905827701032
644,2.853054575471336,2.0583379121904475
645,1.6356509142658393,2.0229738509377593
646,5.286072173048175,2.0680515517045692
647,1.8537985943825979,2.1367446013329134
648,3.595994710169503,2.135729609388622
649,4.561743227742344,2.188685695030032
650,3.3642000195559887,2.2705142982199016
651,2.7104435750208387,2.156370834937268
652,2.049470732345375,2.007130004939709
653,1.8749346450319098,2.0691379960515732
654,3.2316450322152934,2.142490517452927
655,4.474774415676161,1.9404359468126595
656,3.0140206485786543,1.9953824066834216
657,3.6327789644358512,2.245167387787002
658,4.4318653677313335,2.1677411780732005
659,1.2859338056482044,2.033266454744403
660,2.2964903390838876,2.052947373582094
661,2.924089115863758,1.9834817257767259
662,3.410135468373904,1.9927627639786525
663,1.2785414636140264,2.3139108051759227
664,1.2722222398212424,1.960070385790435
665,3.7716958897325426,2.0453574066185696
666,2.233319696420707,1.9110063896036382
667,3.898011364764658,1.8997025352790624
668,2.0175368164345393,2.16482971196579
669,2.6092156243812976,2.121717807447066
670,1.0692642980934781,2.091993241082718
671,2.7490120663655144,2.1056468395023664
672,5.14256525534544,2.1094817636980268
673,5.234378771379427,2.0180744380505815
674,2.4042742584042625,2.1049422672820213
675,3.7487926964708405,2.091886104203679
676,5.439850496036534,2.1167038917656567
677,1.5590191731981673,2.0513155468096724
678,2.040577769214635,2.2416449164597405
679,3.1269678637604343,2.2003224565061457
